Model,Region,Price_USD,Sales_Volume
i3,Europe,75974,2850
i8,Europe,58579,7630
X3,South America,99427,7343
M3,Africa,116586,4842
X3,Africa,117629,538
3 Series,Europe,107755,2359
M5,Middle East,72091,5888
5 Series,Europe,110615,7089
i8,Middle East,117487,9111
7 Series,South America,89807,3075
5 Series,Europe,81409,2549
5 Series,Asia,72602,1672
X3,Europe,113949,4391
X6,Europe,64549,5435
i3,North America,116769,8795
3 Series,South America,58784,729
i3,Europe,83742,5886
i8,Asia,49248,7293
i8,Europe,35185,8274
M3,Middle East,119091,6572
3 Series,Africa,114032,4184
X6,Middle East,77098,1819
M5,Middle East,34972,7867
X6,Asia,100426,1669
X1,Europe,101963,5690
M5,South America,93232,921
X1,South America,82229,707
X5,Africa,89512,7728
X1,North America,57968,8337
M5,Europe,70154,177
M5,South America,68291,9590
M5,Africa,84374,2816
i8,South America,48217,227
X6,Europe,102684,9785
M5,South America,66787,3517
X6,South America,99395,5742
X6,Africa,31745,7361
3 Series,Middle East,66901,4570
i8,Asia,48560,7044
M3,Europe,88258,3766
X3,Asia,60947,8830
X5,Europe,75503,6637
5 Series,Asia,38236,5438
X5,Middle East,99932,5378
i8,Europe,111552,1475
X1,Middle East,110576,2163
M3,North America,72469,5391
X1,Asia,59876,8357
M3,North America,97616,2628
M5,Middle East,101648,2527
i3,Europe,94998,5133
M3,Europe,87229,5230
7 Series,South America,82562,2366
M5,Middle East,62454,4768
M3,Middle East,98817,1943
3 Series,South America,86241,1351
X3,Africa,95099,8756
7 Series,North America,50615,7693
5 Series,Middle East,63705,9106
7 Series,Middle East,75082,1207
X5,Middle East,95847,4324
3 Series,South America,107286,1397
X1,Asia,70235,253
X3,Middle East,37954,9605
X6,Asia,61341,4020
X1,Africa,65406,5608
i8,Africa,47567,5614
5 Series,North America,113994,6928
i8,Asia,87112,8738
i3,Africa,96234,6370
X6,Asia,112081,9715
X5,Europe,44943,8882
X1,North America,65527,8238
5 Series,Europe,41337,5956
X1,Middle East,40749,3815
M3,Asia,51838,7318
i8,Europe,106527,5527
X3,South America,37356,9558
i3,North America,80393,253
i3,Middle East,41480,6705
X6,Middle East,76558,197
X5,North America,76278,4314
X1,Asia,106275,9044
i3,Middle East,118377,9669
X1,North America,65169,4473
i8,North America,52513,8069
i8,Middle East,56513,3018
X6,South America,36017,9490
i3,Asia,38189,2305
X1,North America,55739,8987
i3,North America,89878,5493
X6,Europe,97907,4409
5 Series,Middle East,32011,1189
X6,Asia,72694,6133
X1,Middle East,92198,7759
i3,South America,94366,756
M3,Middle East,55767,1072
5 Series,Middle East,100293,6499
i8,South America,79685,5069
X5,Africa,73643,6624
3 Series,Middle East,74011,5936
i3,Africa,74123,1080
i3,North America,113475,3264
X3,South America,109668,6647
X6,North America,99234,3877
X5,North America,32180,9553
i8,Asia,105383,1132
M3,Africa,93275,3654
i3,North America,73565,460
7 Series,North America,119609,8115
M5,Europe,100138,2841
X3,South America,113559,5975
7 Series,Middle East,43217,6305
M5,North America,80605,1481
5 Series,Africa,112226,9368
M5,Middle East,40894,987
X3,Middle East,81961,2243
5 Series,North America,68627,6871
M3,Africa,43926,7374
7 Series,Asia,85650,403
X5,Asia,39967,3855
X5,Africa,104742,7318
X1,Africa,66396,8977
M3,North America,110611,8401
3 Series,Europe,38210,1216
i3,Europe,61044,9055
X1,Middle East,58069,1399
X3,Middle East,87588,222
X6,Middle East,41270,563
5 Series,Asia,114315,9537
X1,South America,78424,783
X6,North America,36027,1723
M3,Middle East,88930,1668
X3,South America,73424,6461
i8,Europe,44540,6170
X3,Asia,66100,2558
5 Series,Europe,111529,6856
M5,Middle East,42977,1488
X6,Asia,61273,7320
X6,Europe,98291,4585
X1,Asia,40560,4323
M5,Africa,61134,9805
5 Series,Europe,40252,3957
X6,South America,101899,7053
M3,Europe,32023,4414
M3,South America,105170,3677
X1,Asia,79526,6167
X5,Europe,112353,4590
X6,Africa,34726,5901
i3,Europe,69515,1868
M5,Middle East,52472,7450
3 Series,Europe,72941,536
3 Series,South America,45369,1155
i3,South America,117944,4442
X6,Asia,100127,4797
X6,Europe,54611,4514
7 Series,Asia,72151,3689
X1,North America,117036,4908
X3,North America,88661,503
i3,South America,112674,5281
5 Series,South America,43588,8525
X6,South America,41358,7087
X6,Middle East,86145,1452
X6,Europe,34003,1167
M3,Europe,105737,1780
i8,Middle East,117487,802
M5,North America,109526,6928
X3,Asia,61667,5455
X6,Europe,32108,8058
i3,North America,69908,9476
X5,South America,76009,6216
3 Series,Middle East,83246,8134
3 Series,South America,104029,4592
X5,South America,101714,511
X3,South America,77803,3352
M5,Asia,83383,7690
X3,Europe,30994,2948
M5,Middle East,102252,9316
X5,Asia,34716,8027
M3,Europe,92478,754
X5,North America,48140,4350
X3,South America,101007,4516
5 Series,North America,61066,6274
M5,Africa,105370,8925
i8,Middle East,73813,9305
7 Series,Europe,106980,3202
5 Series,North America,95462,6157
M5,South America,73180,4151
7 Series,Europe,90996,6276
X6,North America,39910,1637
3 Series,Asia,31438,2019
3 Series,South America,98491,7202
X3,Asia,100055,8250
5 Series,Africa,40772,6186
7 Series,North America,75158,6531
i8,Middle East,35800,5595
5 Series,North America,95082,4905
X3,South America,78872,3401
X5,North America,53113,7043
5 Series,Middle East,53901,3259
X5,Europe,94006,3053
X5,Europe,66000,9137
X3,South America,36992,2266
M5,Middle East,58165,828
i3,Middle East,72241,288
X6,Middle East,73108,102
X5,South America,110810,4381
7 Series,Europe,63292,9481
M5,Europe,77887,8501
i8,Africa,59548,1821
X1,South America,53952,6782
X6,Middle East,116023,4518
X6,Europe,89874,5968
X3,South America,95082,1838
M5,South America,38944,8402
X5,Africa,90251,8196
7 Series,Europe,95878,9631
M5,Africa,115907,2473
i3,Asia,66973,9925
M5,Africa,48948,7501
M3,Europe,40569,8484
X1,Europe,97766,3281
X3,Middle East,51235,3090
i8,Africa,100364,3890
i3,South America,106019,2966
5 Series,Asia,87519,6073
i3,North America,115614,4262
M3,South America,37313,4593
X1,North America,64342,7614
i3,Middle East,112247,3139
5 Series,North America,57270,1265
X5,Africa,36036,2395
X5,Middle East,90027,7147
X5,Middle East,66864,9348
X1,Middle East,35645,4400
M3,Middle East,75002,1501
i3,Asia,55376,8996
3 Series,Middle East,86816,8156
X1,Asia,111678,5756
7 Series,Africa,86113,5539
X1,Middle East,48001,3479
X3,Africa,44145,3065
X3,Middle East,50404,4781
X6,Europe,104624,4869
i8,South America,60251,575
M3,Asia,95021,3757
i3,North America,69013,9183
3 Series,Africa,81553,505
X5,North America,35824,1273
X5,South America,65019,4034
M3,Europe,52334,4460
M3,Asia,106431,1382
X1,Asia,44994,6803
i8,Africa,43857,8899
X6,Europe,103382,8574
X6,North America,110315,1188
i8,Asia,86846,2058
i8,Asia,41186,3695
X5,Africa,30301,8154
7 Series,North America,86411,3929
i8,South America,119713,8701
5 Series,Asia,33908,1783
M5,North America,97619,9956
3 Series,Asia,34958,2200
X3,Middle East,31205,5356
M3,South America,119688,9340
M3,South America,71192,8559
X6,Europe,95500,1506
M3,Middle East,33266,9563
5 Series,South America,113360,7911
7 Series,North America,108009,3817
X1,South America,50486,6818
M3,Middle East,59878,1620
3 Series,North America,98407,5056
M3,Europe,60826,8514
i8,Europe,63158,7180
3 Series,Africa,106458,5614
M3,Asia,37593,6906
M5,Africa,57972,3089
X6,Europe,65069,4085
3 Series,North America,85489,644
X6,Middle East,65189,4741
X3,South America,115286,7197
X1,South America,70543,6222
7 Series,Asia,106486,4432
X1,North America,46305,9355
7 Series,South America,89045,8255
5 Series,Asia,39863,3859
i8,North America,92725,6262
i3,Asia,108951,7947
X5,Middle East,72924,8206
X3,Africa,38040,3662
5 Series,Europe,68256,6388
5 Series,Asia,49261,7008
M5,Middle East,117224,6983
M5,Asia,33282,8184
i8,Europe,114027,4554
7 Series,Asia,117992,6815
5 Series,Europe,99186,683
X1,Africa,40134,8187
M3,North America,41023,8476
M3,South America,87623,7161
i3,North America,93555,6846
M5,Asia,59862,7500
M5,Europe,95108,2992
3 Series,South America,40262,4042
3 Series,Middle East,55886,5966
5 Series,Middle East,119878,1771
X6,Asia,104867,4572
7 Series,Europe,64589,6728
X5,North America,38878,5139
X6,South America,115923,514
3 Series,Asia,108862,8262
M3,Asia,93138,8649
5 Series,North America,69517,4000
5 Series,Asia,59017,654
X6,Middle East,68110,3692
7 Series,Africa,45717,328
3 Series,North America,92152,2634
X6,North America,104605,5137
X6,North America,88794,7985
3 Series,Africa,37422,380
M3,Europe,99845,2596
M3,North America,82621,5778
i3,North America,86838,1702
X3,South America,57362,2542
X5,Asia,73444,5278
X6,South America,40446,9180
X1,Europe,83506,7190
5 Series,Africa,33025,7864
3 Series,Europe,86076,4288
X6,North America,62130,278
7 Series,South America,119205,5437
X3,South America,79570,830
M5,South America,58216,5780
M3,Europe,85491,4132
i3,North America,43178,9582
X5,Asia,110215,5829
X3,Asia,37116,9450
M5,North America,40330,576
7 Series,Asia,36401,2923
M3,Middle East,61054,257
i3,North America,39227,1783
X1,South America,84054,999
7 Series,Europe,106470,1790
3 Series,Middle East,46591,4426
i8,Asia,95775,6895
X1,Africa,113506,108
M3,Africa,57967,8923
M5,North America,43915,6370
X6,South America,72019,9980
i8,Europe,76998,8244
i3,Middle East,113398,4413
M5,South America,68333,3434
i3,Africa,85097,4227
M5,North America,118806,6686
5 Series,Asia,70354,7460
i8,Asia,106610,9080
X5,North America,81305,3264
M5,South America,38050,6476
X6,Middle East,51228,2990
X6,South America,60311,6489
7 Series,North America,68259,3242
3 Series,South America,43091,6419
M3,Europe,68006,2716
5 Series,Asia,83833,3589
X6,North America,57255,5501
M3,South America,66887,8198
X6,Asia,41344,2140
X6,Middle East,109448,7278
i3,Middle East,108028,4616
7 Series,Middle East,43285,536
3 Series,Europe,73212,5905
X6,South America,84254,555
i3,Asia,33403,1979
M3,Europe,62258,6352
5 Series,North America,108699,3362
7 Series,Asia,84201,3724
5 Series,North America,71384,9045
X5,Asia,84790,6725
5 Series,Europe,53298,7028
3 Series,Africa,94839,7077
X6,South America,89535,1853
X1,Africa,118596,2529
5 Series,Africa,57428,3219
M5,Europe,30413,6344
X3,Middle East,81576,712
X3,South America,39272,4056
X5,North America,74717,4568
i8,Europe,53259,1220
i3,Middle East,105999,3762
X3,Europe,119543,7561
X6,Asia,107998,2033
X3,South America,95605,2319
M3,North America,105741,846
X1,South America,84082,4579
i8,North America,84734,4189
M3,South America,61995,9291
X3,Europe,54284,3155
7 Series,South America,96075,8253
X3,Europe,93684,8460
X5,South America,51681,4418
M5,North America,63465,2520
5 Series,North America,66008,1623
3 Series,Asia,117829,9562
7 Series,South America,116203,4483
M3,Asia,59108,3354
i8,South America,86654,3666
X6,Asia,89089,1313
X3,South America,102800,4703
X6,Middle East,44507,2796
M5,Middle East,58418,2900
X5,Asia,81868,3270
M5,South America,43537,9062
M3,Middle East,87471,250
M3,North America,111882,8977
M5,Europe,88796,4776
X1,Europe,48694,8307
M3,Europe,52259,295
X3,Asia,84067,8905
M3,North America,113461,5957
X5,Africa,90181,2997
X1,Europe,50886,9586
7 Series,Africa,101928,707
M5,South America,65931,5464
i8,North America,35081,4076
i3,Asia,38635,7995
X5,Africa,33232,9754
7 Series,Asia,118556,7365
i3,Middle East,88839,4013
3 Series,Middle East,115390,2618
M5,Middle East,58426,722
i3,Europe,46104,103
3 Series,Europe,100229,6930
M3,Asia,66834,1184
X5,Africa,35387,3366
X3,Asia,32444,5681
i8,Middle East,57362,9233
M3,South America,101847,6860
X6,North America,32033,8293
M5,Middle East,39393,6347
X3,Africa,67049,6566
i8,South America,117161,6081
X3,Africa,75987,3314
i8,South America,92839,9254
i3,Asia,113788,6165
M3,Asia,112102,2170
M3,North America,101025,7410
M5,South America,32330,5792
i8,South America,79417,3443
5 Series,Africa,36376,2156
5 Series,North America,71908,6227
X1,Africa,70048,6825
5 Series,Middle East,76907,7843
X3,South America,108091,9896
X5,South America,115777,4539
M5,Europe,69533,2849
X6,North America,71155,2589
7 Series,South America,42151,4913
X6,Africa,45583,272
5 Series,Europe,42306,7168
i3,North America,72673,2026
X3,Europe,30864,8441
X1,Africa,76551,6964
X1,Asia,52633,3185
X5,South America,40540,7628
X6,Asia,102180,9467
X1,Asia,71532,9496
X3,Asia,60528,5812
X3,North America,42154,3864
X1,Africa,85926,6541
X1,South America,72270,4119
5 Series,Europe,40947,7113
M5,South America,107149,9037
M5,Middle East,74619,3786
X5,Europe,94202,8999
X3,Europe,34499,1402
M3,Asia,103574,5598
7 Series,South America,51936,4119
X5,Middle East,33793,2178
X3,South America,45331,2348
X3,North America,40570,9418
M3,Europe,83639,3068
i8,North America,62767,9059
M5,South America,53816,4468
3 Series,Africa,51913,8086
M5,Africa,34704,1422
X3,Middle East,113958,3977
X1,South America,111309,7471
5 Series,South America,38876,8750
X1,Europe,49081,9578
7 Series,Europe,33932,1115
M3,Middle East,51051,9457
M5,Middle East,71005,8839
i3,Europe,116687,5073
X1,Europe,38694,3139
M5,Africa,119411,810
i8,Middle East,108365,3675
i8,Africa,108377,3646
3 Series,Asia,46751,5768
X5,Europe,112066,698
M5,Europe,72919,6553
X3,Asia,110115,8902
7 Series,South America,79109,3721
M3,Africa,53673,9502
7 Series,Africa,44750,9512
i3,Africa,32308,5044
M5,North America,65824,3936
X3,North America,107290,9170
i8,North America,86003,9328
X1,Asia,41574,8136
7 Series,Europe,39921,5315
X5,Africa,40047,6825
X1,South America,50912,6238
i3,Europe,96800,545
M5,South America,55408,3885
M3,South America,62209,9580
M3,South America,52627,5958
5 Series,Asia,83979,244
M5,Africa,114229,444
7 Series,Europe,109786,5383
X3,Asia,59585,7382
M3,South America,109268,868
X5,Middle East,103934,9314
M3,Asia,33823,8637
X3,South America,74768,3727
X5,North America,32854,3887
3 Series,South America,105858,784
X1,Africa,90338,4672
M3,Europe,47378,8688
i8,Asia,110381,2149
7 Series,Africa,35530,8035
3 Series,North America,58041,8154
X3,Middle East,71620,1186
3 Series,Middle East,86391,7592
X3,North America,105507,4646
3 Series,Europe,39567,8960
M3,Africa,59893,5172
M5,South America,112661,9082
3 Series,Middle East,110568,2469
i3,Africa,70093,7860
X1,Europe,79835,8680
i3,Middle East,55470,4617
i8,Africa,85618,5221
X1,Europe,32060,5934
X6,Africa,57281,3155
7 Series,South America,118455,6438
M3,South America,104911,7576
i3,Asia,31013,9975
M5,Asia,84019,5580
7 Series,Europe,39810,6437
X6,South America,62209,9438
M3,North America,65759,1405
M3,Asia,99733,966
3 Series,Europe,88097,6634
X6,Africa,104292,2171
7 Series,North America,68199,7952
X5,North America,51260,2418
X1,Africa,88724,434
7 Series,North America,113136,7133
3 Series,Middle East,70626,6735
5 Series,Asia,52062,8955
X5,North America,54593,6030
i8,Europe,107914,628
5 Series,Europe,71394,9876
M3,Africa,52359,3783
X1,Asia,95394,4815
M5,South America,84417,9610
X3,Middle East,91626,4175
X3,Asia,97683,8437
i3,Europe,57336,3711
X1,Europe,40622,3156
7 Series,North America,113776,6806
M3,Europe,113779,8213
5 Series,Asia,101200,4004
i8,South America,62452,9393
M5,North America,40282,5556
i3,Africa,74094,9938
X1,South America,81892,999
3 Series,Asia,49045,7425
i3,North America,66522,7925
3 Series,Asia,38441,1651
i8,Europe,51209,922
M5,Middle East,30241,532
X6,Asia,116805,6473
5 Series,North America,36802,5217
X1,North America,107050,2192
X5,Middle East,52547,7021
M5,North America,92967,8431
7 Series,South America,80326,5538
i8,North America,114652,390
7 Series,South America,87008,8737
X5,Asia,65052,673
X5,South America,84437,7398
7 Series,Europe,112452,5502
X1,Europe,85770,3861
X6,North America,101580,3750
7 Series,Africa,51333,3908
X5,South America,106968,3380
X5,Middle East,83841,3906
M3,Europe,39212,4611
3 Series,South America,72766,1012
X5,South America,64559,5869
i8,Asia,100277,2866
X5,South America,36022,3689
7 Series,South America,34474,2091
X6,North America,108773,735
i3,Asia,93592,9135
M5,Asia,61381,6605
M3,Africa,95678,7455
i3,South America,50913,4288
X5,Africa,112095,6029
X3,Europe,78111,4167
X5,Asia,100656,2655
i3,South America,84991,6644
i8,South America,43388,2078
M3,Europe,63739,1261
7 Series,Middle East,69525,482
i8,Middle East,35900,4275
X1,South America,96257,462
5 Series,Europe,42807,5375
M3,Asia,68469,5551
X5,Asia,81011,3280
i8,Africa,68575,6892
M5,Middle East,44294,1230
M3,Europe,46663,8810
X5,Europe,78703,9949
X1,Africa,83976,7849
i8,Middle East,39164,4501
i8,Middle East,51734,3077
i3,North America,74816,9802
7 Series,Africa,44197,1274
3 Series,Middle East,90879,8145
M3,Africa,98743,3153
X3,Middle East,49080,9069
X6,Asia,49829,1416
X5,Europe,64087,7165
M3,South America,91242,4203
X3,Europe,75354,8866
X3,Asia,90829,2317
X1,Europe,95620,7910
M5,Africa,32699,5233
X5,North America,102536,2760
X3,South America,104157,3748
M5,Africa,118595,7440
i3,Asia,57447,398
3 Series,Middle East,57323,8154
X5,Asia,76038,5995
X3,Europe,39364,4075
M5,Africa,85967,5719
5 Series,Africa,116787,2981
7 Series,Africa,118999,9546
X6,Asia,53225,3341
M3,Africa,84431,4377
7 Series,North America,103006,8737
X5,Europe,103523,2761
3 Series,Europe,66904,6724
5 Series,Asia,32460,5888
5 Series,Europe,51322,7338
M3,Europe,84604,2137
X6,Middle East,64597,7925
M5,South America,58413,7459
3 Series,Asia,47417,248
7 Series,Europe,96243,4423
M3,Asia,31899,7852
X5,North America,46320,3711
7 Series,North America,48720,8098
i3,South America,112078,158
M3,Middle East,37428,8227
i8,South America,43925,9293
X3,South America,114292,2647
X1,Asia,73784,8129
X1,Asia,108080,7893
X5,Europe,81729,405
X1,North America,83092,9835
M3,North America,107117,9161
X6,South America,55361,2470
3 Series,Europe,53354,3286
M3,North America,87751,8950
X6,Asia,116093,9839
M3,Africa,81793,474
i8,North America,104668,1304
M3,Middle East,94640,9672
i3,Europe,77892,4592
7 Series,Africa,33596,1076
M3,Europe,105445,8991
X3,Africa,87140,2243
i3,South America,32990,5667
5 Series,South America,64378,2721
3 Series,South America,70169,6509
i8,South America,111085,6352
7 Series,South America,102347,2932
X1,North America,62413,7825
5 Series,North America,57571,6412
i8,North America,86553,4404
M5,Africa,66008,3187
M5,South America,71841,5019
X5,Middle East,68507,9769
i8,Middle East,52383,556
i8,South America,88483,269
M5,Europe,35088,9789
M5,Europe,114246,2629
X5,Middle East,34274,5586
X6,Middle East,58764,2619
7 Series,Asia,89348,813
i3,South America,71529,9575
X3,Asia,107005,6057
3 Series,Europe,93913,823
7 Series,North America,85298,3180
X1,Asia,45607,5429
3 Series,Asia,43291,3787
M5,South America,74512,8493
i3,Asia,54993,7998
7 Series,Europe,43634,8451
5 Series,North America,97855,6630
i8,Middle East,32151,8427
X5,North America,38422,5546
M5,Asia,32883,4104
3 Series,Asia,49121,1354
X1,Africa,105464,6142
M3,Africa,101602,3904
i3,North America,66487,8980
M3,North America,65050,7118
3 Series,South America,101426,9192
i8,North America,37136,9605
X5,Middle East,76962,3987
5 Series,Africa,43928,1947
3 Series,Asia,109205,3119
3 Series,Asia,41799,8829
M5,Europe,95574,2052
5 Series,Middle East,113328,3618
X5,Asia,54186,4703
X5,Europe,40986,3014
X5,Middle East,114947,6652
i3,North America,39565,9417
5 Series,Asia,111956,2335
i8,North America,112425,6202
M5,South America,90681,4125
X6,Europe,72124,6791
M5,Africa,92714,4167
3 Series,South America,108796,8315
5 Series,North America,36244,6849
i8,Europe,61970,6216
7 Series,Middle East,78847,6551
5 Series,North America,77138,1655
7 Series,Asia,108640,1509
i3,Asia,99813,9145
M3,Middle East,88637,4860
7 Series,North America,90096,8630
X6,Asia,48551,142
7 Series,North America,58918,454
X5,Middle East,73200,1642
i8,North America,46861,5372
X3,South America,44881,4942
X5,Africa,94520,9493
X6,Africa,107676,8107
5 Series,Asia,79419,2612
M5,Middle East,49567,8457
7 Series,Africa,114125,8809
3 Series,North America,50914,5491
X1,Asia,98536,3292
X3,Asia,32300,6179
X1,North America,115369,6792
X5,Asia,110062,7721
X6,Asia,57651,5941
i8,Europe,30605,4550
7 Series,Europe,58947,8289
X1,South America,39981,5176
X3,Africa,50967,5555
7 Series,Europe,80958,469
5 Series,Europe,39765,8094
X5,Middle East,80226,2050
X5,Asia,58502,7783
i8,South America,95761,8499
7 Series,Europe,102600,8695
M5,Middle East,72594,9817
M5,Europe,42420,7184
7 Series,Asia,81274,9318
M5,Asia,67837,2841
X6,South America,94770,3202
3 Series,Europe,68451,5676
3 Series,Middle East,104455,144
i3,Africa,66128,6694
X5,Asia,55251,6789
X6,South America,115130,269
7 Series,South America,64737,2874
X5,North America,45348,8969
M3,Asia,103292,3435
M5,South America,116770,7684
M5,Europe,80031,577
M3,North America,30957,7061
i3,Middle East,63062,9799
X3,Asia,66920,6559
7 Series,Africa,101433,223
M5,North America,90397,3501
3 Series,Europe,119688,2474
X5,Middle East,40116,3273
X1,Africa,70635,109
X5,Europe,52022,9930
X5,Asia,53570,8636
X5,Africa,75897,1387
7 Series,South America,56795,6272
3 Series,North America,71327,9694
X3,South America,78913,2504
X1,Europe,119518,4335
3 Series,Asia,88712,2361
5 Series,Africa,118029,3831
X3,Europe,77515,5410
7 Series,Middle East,69517,4860
X5,Europe,62898,5501
3 Series,Europe,60450,8313
5 Series,South America,76824,3091
3 Series,Middle East,106235,2207
i3,North America,83639,2130
i3,Middle East,71477,6113
7 Series,Asia,119926,8203
X6,Africa,100181,5715
i3,Africa,71657,486
X1,Europe,32632,6021
5 Series,Asia,65320,9631
7 Series,North America,65411,7645
X1,Middle East,45281,2506
X3,South America,93193,6442
X3,Europe,100219,6878
7 Series,Middle East,30303,1832
X6,Europe,117036,8325
M5,Asia,61285,9785
i8,Europe,116877,9414
5 Series,North America,97990,176
3 Series,Europe,68301,4906
X1,South America,34046,6601
M5,Middle East,84137,5381
5 Series,North America,71535,434
X3,North America,68396,6819
X6,Europe,73704,2439
M5,Europe,63635,7314
3 Series,North America,108235,9862
X6,South America,51008,7715
7 Series,South America,62368,2896
i8,Middle East,38909,1345
M3,Europe,76843,8691
3 Series,Middle East,89260,3221
7 Series,Africa,79978,7979
i3,Europe,96833,998
X3,Europe,50104,6401
i8,Asia,84196,1288
3 Series,South America,62104,7885
X3,South America,98633,4333
7 Series,Asia,50324,8754
M3,Asia,43790,6213
3 Series,South America,58507,5735
X6,Africa,36507,3646
i3,North America,117894,824
X5,Europe,67506,6638
X1,Europe,48283,3630
X3,Africa,66536,6237
i3,Asia,56628,1755
3 Series,South America,102257,4324
X3,South America,115310,845
3 Series,Asia,70359,6627
i8,Middle East,74445,6305
M3,North America,114520,3860
X1,Middle East,76692,598
5 Series,Asia,53925,3251
X6,Africa,109294,3779
X6,Europe,80589,1223
X1,Africa,108063,5482
X1,South America,55451,6884
5 Series,Africa,93892,2247
i3,South America,93669,6415
M5,North America,40670,8803
X6,North America,33261,7209
X3,North America,32169,226
i3,North America,36858,9702
7 Series,Africa,110047,1476
M3,Asia,46925,1828
M5,North America,98705,4841
X1,North America,39889,7251
X1,Asia,57201,4158
7 Series,Asia,116986,4804
M3,Asia,113662,4732
X3,Asia,50471,6772
3 Series,South America,56661,1733
M3,Asia,64228,8068
X6,North America,94246,9577
M5,Europe,116712,4065
X3,Africa,30344,4122
5 Series,Middle East,109610,215
X5,South America,118803,2471
X3,South America,49991,4679
X1,Africa,54590,8725
5 Series,Asia,78447,5865
X3,Europe,61694,6427
M5,North America,40077,3071
3 Series,Europe,38898,5710
X3,Middle East,35592,3757
7 Series,Africa,67539,4845
i8,South America,36258,3809
3 Series,North America,74678,9087
X6,South America,94072,8893
3 Series,Europe,99999,8354
5 Series,Africa,75904,1825
M3,South America,56587,4023
X1,North America,38180,4856
X6,Africa,36473,4204
X3,Africa,37426,6678
i8,North America,115994,5935
7 Series,South America,55782,2661
i3,Middle East,117498,6823
X1,South America,94216,438
X3,Africa,69495,3307
3 Series,Africa,68156,1021
X1,North America,39301,2889
X5,South America,38196,851
i3,Middle East,60048,669
X1,Asia,93977,839
3 Series,Asia,48977,9695
i8,South America,50213,1747
7 Series,Europe,72948,5653
5 Series,Africa,92431,3148
M3,South America,32636,7645
X6,Asia,74256,5291
M5,Africa,45493,5778
3 Series,Europe,94508,9881
M5,Asia,83377,9717
X5,Asia,83390,7573
3 Series,Africa,100888,1001
X5,Middle East,86674,2639
M5,Middle East,82978,7929
X3,Asia,56306,6705
3 Series,North America,35413,5517
X6,South America,59412,1590
X6,Europe,34617,7307
i8,North America,86887,6904
M3,South America,34193,5621
5 Series,Europe,98921,4471
5 Series,Middle East,94777,507
3 Series,Africa,40879,4675
M5,South America,31365,7055
M3,South America,67490,1842
M5,Middle East,104977,6543
X6,Europe,56024,7088
X6,Asia,119997,4575
M3,Asia,90376,346
X5,North America,119046,4561
5 Series,Middle East,31896,8412
M5,Africa,63185,5026
i3,Middle East,83602,5151
5 Series,North America,64105,7063
i8,North America,52551,7453
M5,Europe,59652,768
X5,North America,44416,255
M5,South America,107659,8025
7 Series,Europe,103952,5942
X5,Africa,112630,732
i8,Middle East,45245,2360
5 Series,South America,58170,1397
3 Series,North America,34506,9221
7 Series,Asia,119909,5394
7 Series,Europe,62857,8549
X5,South America,41700,8516
i3,Europe,86033,6199
X6,North America,115923,1763
M3,North America,59585,5293
M5,Europe,45346,7780
M5,Europe,100747,311
M5,Africa,52537,3280
X3,North America,98338,1741
X5,South America,101529,7143
5 Series,Europe,111518,9492
M5,Asia,61353,5973
i8,Asia,90948,9997
X6,Africa,69778,2529
X5,South America,46761,6568
X5,Middle East,73424,1625
M5,Europe,50632,3500
7 Series,South America,117826,950
i3,South America,60411,2846
i3,Africa,58471,3785
M5,Europe,63629,8665
3 Series,Asia,42769,1613
7 Series,Europe,66271,8020
X6,Europe,116184,5369
i8,South America,106467,4160
M3,Middle East,83639,8136
X1,Asia,65305,6059
5 Series,South America,113246,581
X3,North America,49149,7824
X5,Europe,99066,6789
M3,Asia,41687,6117
M3,Europe,79708,6115
X6,South America,34203,5860
X3,North America,65254,7303
M3,Middle East,110939,9838
7 Series,Africa,90920,8010
X3,Asia,107714,6048
M3,Middle East,83332,5604
X6,North America,71810,1018
M5,South America,81552,1572
X5,Asia,64813,5760
i3,South America,97349,8468
3 Series,Europe,97560,9588
M3,North America,51566,4331
X6,Africa,97568,4545
i8,Europe,68775,519
X3,Europe,93865,8520
M5,Asia,92338,1242
i3,Africa,98581,6234
7 Series,North America,59000,3886
X5,Middle East,42638,4114
7 Series,South America,74913,7383
X1,Asia,114655,9376
X5,South America,56515,9730
i3,South America,32276,6213
i8,South America,113216,5647
X5,Africa,53473,4847
X1,Middle East,50123,5978
i3,Africa,37661,4252
M3,North America,90977,7956
M3,South America,92850,2040
i3,Europe,79346,3284
3 Series,South America,87615,1539
7 Series,Africa,57017,1923
X6,Asia,52960,7451
i8,South America,116636,6122
7 Series,Africa,108795,879
7 Series,Africa,108007,1058
7 Series,Middle East,101437,666
i8,South America,77336,6370
i3,Africa,112933,9657
X5,North America,38719,2718
i8,Europe,113018,7500
X1,South America,37422,6769
5 Series,Asia,37549,6738
5 Series,Asia,104278,4051
5 Series,North America,48107,7971
X3,Europe,40792,2196
X1,North America,91212,2777
M5,Africa,91450,3441
M3,Africa,89583,2699
M5,Europe,59967,9825
M3,Europe,101671,284
7 Series,Middle East,85735,9075
X3,North America,32584,5631
X5,North America,107729,7257
X1,Africa,110451,2799
7 Series,Europe,70651,7195
X3,Middle East,89733,5473
M5,Middle East,41321,8456
M3,Europe,80949,9283
X1,Africa,108880,7359
3 Series,South America,62402,329
M3,Middle East,57631,5055
X3,Europe,63550,2847
3 Series,Africa,119070,7168
7 Series,Africa,116363,4578
X5,Africa,72150,3254
X3,Europe,60068,1060
